0.0200,0.0027
0.0200,0.0049
0.0200,0.0027
0.0200,0.0046
0.0200,0.0027
0.0200,0.0049
0.0200,0.0027
0.0200,0.0051
0.0200,0.0027
0.0200,0.0051
0.0200,0.0027
0.0200,0.0051
0.0200,0.0029
0.0200,0.0051
0.0200,0.0027
0.0200,0.0051
0.0200,0.0027
0.0200,0.0051
0.0200,0.0027
0.0200,0.0051
0.0200,0.0027
0.0200,0.0046
0.0200,0.0027
0.0200,0.0051
0.0200,0.0027
0.0200,0.0051
0.0200,0.0027
0.0200,0.0051
0.0200,0.0029
0.0200,0.0051
0.0200,0.0032
0.0200,0.0051
0.0200,0.0027
0.0200,0.0051
0.0200,0.0029
0.0200,0.0051
0.0200,0.0027
0.0200,0.0051
0.0200,0.0029
0.0200,0.0049
0.0200,0.0029
0.0200,0.0051
40.6540,0.5663
1.5630,0.8933
0.1560,0.0640
0.2540,0.0061
0.3320,0.0029
0.4100,0.0056
0.5080,0.0039
0.5860,0.0059
0.6640,0.0034
0.7620,0.0061
0.8400,0.0034
0.9180,0.0061
1.0160,0.0034
1.0940,0.0061
1.1720,0.0034
1.2700,0.0049
1.3480,0.0037
1.4260,0.0063
1.5240,0.0037
1.6020,0.0063
1.6800,0.0037
1.7780,0.0063
1.8560,0.0037
1.9340,0.0063
2.0320,0.0044
2.1100,0.0063
2.1880,0.0037
2.2660,0.0063
2.3640,0.0037
2.4420,0.0066
2.5400,0.0037
2.6180,0.0066
2.6960,0.0037
2.7940,0.0051
2.8720,0.0037
2.9500,0.0066
3.0280,0.0039
3.1260,0.0066
3.2040,0.0039
3.2820,0.0066
3.3800,0.0039
3.4580,0.0066
3.5560,0.0046
3.6140,0.0066
3.7120,0.0039
3.7900,0.0066
3.8680,0.0039
3.9660,0.0066
4.0440,0.0039
4.1220,0.0068
4.2000,0.0039
4.2980,0.0054
4.3760,0.0039
4.4540,0.0068
4.5520,0.0039
4.6300,0.0068
4.7080,0.0039
4.7860,0.0068
4.8840,0.0039
4.9620,0.0068
5.0600,0.0046
5.1380,0.0071
5.2160,0.0044
5.2940,0.0078
5.3920,0.0051
5.4700,0.0095
5.5480,0.0068
5.6260,0.0122
5.7240,0.0093
5.8020,0.0134
5.8800,0.0124
5.9780,0.0188
6.0560,0.0156
6.1340,0.0220
6.2120,0.0188
6.3100,0.0251
6.3880,0.0217
6.4660,0.0281
6.5640,0.0273
6.6420,0.0310
6.7200,0.0276
6.7990,0.0339
6.8960,0.0305
6.9740,0.0369
7.0530,0.0335
7.1310,0.0398
