1.000000000000000000e+02,4.005195331485264632e+00,8.827369487174649421e-03
1.010000000000000000e+02,4.000995757746128589e+00,8.836634977899607973e-03
1.020000000000000000e+02,3.997329563455852774e+00,8.844739593790526197e-03
1.030000000000000000e+02,3.993649878711210022e+00,8.852888994549742638e-03
1.040000000000000000e+02,3.989401434277342506e+00,8.862316726401789704e-03
1.050000000000000000e+02,3.984390989439634545e+00,8.873461252430893051e-03
1.060000000000000000e+02,3.980850011123552079e+00,8.881354223478698379e-03
1.070000000000000000e+02,3.976359199365782526e+00,8.891384627668056859e-03
1.080000000000000000e+02,3.972036497312558812e+00,8.901060975458926008e-03
1.090000000000000000e+02,3.967695028353201092e+00,8.910800554648899696e-03
1.100000000000000000e+02,3.963334628824776384e+00,8.920604079754701488e-03
1.110000000000000000e+02,3.959527460397094245e+00,8.929181427063939344e-03
1.120000000000000000e+02,3.955131222454216555e+00,8.939106459630656934e-03
1.130000000000000000e+02,3.950715572230881101e+00,8.949097552816998383e-03
1.140000000000000000e+02,3.946280337530488236e+00,8.959155466753312980e-03
1.150000000000000000e+02,3.941825343855021035e+00,8.969280973963858830e-03
1.160000000000000000e+02,3.937350414363852913e+00,8.979474859628324562e-03
1.170000000000000000e+02,3.933442827122967334e+00,8.988395309964957933e-03
1.180000000000000000e+02,3.921627606046230952e+00,9.015475871502367025e-03
1.190000000000000000e+02,3.924989449392207064e+00,9.007753909963308117e-03
1.200000000000000000e+02,3.919644758750721270e+00,9.020036568465944829e-03
1.210000000000000000e+02,3.916464002404912215e+00,9.027362191409742803e-03
1.220000000000000000e+02,3.908467565152482948e+00,9.045831510680080526e-03
1.230000000000000000e+02,3.903840492609611967e+00,9.056553188138404334e-03
1.240000000000000000e+02,3.899191910702481056e+00,9.067350330278495588e-03
1.250000000000000000e+02,3.894521618520332851e+00,9.078223854553960429e-03
1.260000000000000000e+02,3.889011124255492113e+00,9.091087150360303501e-03
1.270000000000000000e+02,3.884292929050204624e+00,9.102129964222997055e-03
1.280000000000000000e+02,3.879552366905646643e+00,9.113252178505068871e-03
1.290000000000000000e+02,3.874789224747194893e+00,9.124454778991002504e-03
1.300000000000000000e+02,3.870003286440923951e+00,9.135738768801452206e-03
1.310000000000000000e+02,3.865822900616091129e+00,9.145617884795717578e-03
1.320000000000000000e+02,3.860993752828973058e+00,9.157056789698848204e-03
1.330000000000000000e+02,3.856141171162074777e+00,9.168580062299121550e-03
1.340000000000000000e+02,3.850414452078879446e+00,9.182216485874309525e-03
1.350000000000000000e+02,3.845510134216007625e+00,9.193926897955074715e-03
1.360000000000000000e+02,3.840581645428853719e+00,9.205725154003195285e-03
1.370000000000000000e+02,3.835628746284145851e+00,9.217612391078955705e-03
1.380000000000000000e+02,3.830651193773215279e+00,9.229589767086612828e-03
1.390000000000000000e+02,3.825648741240451844e+00,9.241658461268859731e-03
1.400000000000000000e+02,3.820621138309963083e+00,9.253819674715687768e-03
1.410000000000000000e+02,3.815568130810379710e+00,9.266074630888151628e-03
1.420000000000000000e+02,3.809603574778804180e+00,9.280582182722308532e-03
1.430000000000000000e+02,3.805162334898190668e+00,9.291414123143666715e-03
1.440000000000000000e+02,3.800030404718581778e+00,9.303962151309599221e-03
1.450000000000000000e+02,3.794872001917559690e+00,9.316609108676716933e-03
1.460000000000000000e+02,3.789008541602590707e+00,9.331026486515537136e-03
1.470000000000000000e+02,3.784474676037572483e+00,9.342205216271970078e-03
1.480000000000000000e+02,3.779235190929965515e+00,9.355157134485564407e-03
1.490000000000000000e+02,3.773738474883109983e+00,9.368783580166481148e-03
1.500000000000000000e+02,3.769365378342450779e+00,9.379652941704107530e-03
1.510000000000000000e+02,3.762421314863385824e+00,9.396964374950959875e-03
1.520000000000000000e+02,3.757765004796496999e+00,9.408608312174663452e-03
1.530000000000000000e+02,3.752383306750155967e+00,9.422102213205864329e-03
1.540000000000000000e+02,3.746972489247168081e+00,9.435708204633998231e-03
1.550000000000000000e+02,3.741532235451514143e+00,9.449427890619479034e-03
1.560000000000000000e+02,3.736062223327845988e+00,9.463262907820390105e-03
1.570000000000000000e+02,3.730322303245621196e+00,9.477824216037836202e-03
1.580000000000000000e+02,3.725754717910094271e+00,9.489443545322657006e-03
1.590000000000000000e+02,3.720197476003729964e+00,9.503618903936897691e-03
1.600000000000000000e+02,3.715339860331060784e+00,9.516044396589063217e-03
1.610000000000000000e+02,3.708744423606451512e+00,9.532967231251594092e-03
1.620000000000000000e+02,3.703830715898818404e+00,9.545614195476968822e-03
1.630000000000000000e+02,3.698149941076541491e+00,9.560277333978337011e-03
1.640000000000000000e+02,3.692436710590585758e+00,9.575069752156288930e-03
1.650000000000000000e+02,3.687442012512038847e+00,9.588039334411622983e-03
1.660000000000000000e+02,3.681667098515968739e+00,9.603078744837807018e-03
1.670000000000000000e+02,3.675858641084015943e+00,9.618253178773230813e-03
1.680000000000000000e+02,3.671797983952064914e+00,9.628890046198398597e-03
1.690000000000000000e+02,3.665675913103984218e+00,9.644971322461930868e-03
1.700000000000000000e+02,3.660802552068829652e+00,9.657810973538306573e-03
1.710000000000000000e+02,3.654612585051546070e+00,9.674168803539190398e-03
1.720000000000000000e+02,3.649684875282491969e+00,9.687230615106411785e-03
1.730000000000000000e+02,3.643687080700229952e+00,9.703176556130864439e-03
1.740000000000000000e+02,3.637389920496352680e+00,9.719974990886554381e-03
1.750000000000000000e+02,3.632376392448773306e+00,9.733390827235422274e-03
1.760000000000000000e+02,3.626007374115656656e+00,9.750487357447849487e-03
1.770000000000000000e+02,3.620936307568397350e+00,9.764142767556686572e-03
1.780000000000000000e+02,3.614493772195828125e+00,9.781546542228177626e-03
1.790000000000000000e+02,3.609363831114511534e+00,9.795448924973085975e-03
1.800000000000000000e+02,3.603935310947816717e+00,9.810203571614359991e-03
1.810000000000000000e+02,3.598477161031066185e+00,9.825083633210296777e-03
1.820000000000000000e+02,3.592163236426148210e+00,9.842353126051837237e-03
1.830000000000000000e+02,3.586640274262312467e+00,9.857509076958977795e-03
1.840000000000000000e+02,3.581086639505442371e+00,9.872796337652990292e-03
1.850000000000000000e+02,3.574661595554675664e+00,9.890541555959883255e-03
1.860000000000000000e+02,3.569040847117884940e+00,9.906117798533450175e-03
1.870000000000000000e+02,3.564521390155618530e+00,9.918677766100838025e-03
