0.0440,0.0063
0.0510,0.0034
0.0440,0.0061
0.0440,0.0037
0.0440,0.0061
0.0440,0.0037
0.0440,0.0061
0.0510,0.0034
0.0440,0.0061
0.0440,0.0039
0.0440,0.0061
0.0510,0.0034
0.0440,0.0063
0.0440,0.0032
0.0510,0.0061
0.0510,0.0034
0.0440,0.0061
0.0510,0.0034
0.0440,0.0056
0.0440,0.0042
0.0440,0.0073
0.0440,0.0039
0.0510,0.0073
0.0510,0.0039
0.0440,0.0037
0.0510,0.0977
0.0510,0.0437
0.0440,0.0733
0.0440,0.0095
0.0510,0.0039
0.0440,0.0076
0.0440,0.0039
0.0440,0.0073
0.0440,0.0039
0.0440,0.0073
0.0440,0.0039
0.0510,0.0068
0.0440,0.0039
0.0440,0.0073
0.0440,0.0037
0.0440,0.0073
0.0440,0.0037
0.0440,0.0066
0.0440,0.0034
0.0440,0.0063
0.0440,0.0037
0.0440,0.0063
0.0510,0.0034
0.0440,0.0063
0.0440,0.0034
0.0440,0.0063
0.0510,0.0034
0.0510,0.0063
0.0440,0.0034
9.1870,0.3289
0.1100,0.0000
0.1900,0.0044
0.2710,0.0034
0.3520,0.0071
0.4320,0.0042
0.5130,0.0090
0.5930,0.0049
0.6740,0.0090
0.7550,0.0056
0.8350,0.0095
0.9080,0.0051
0.9890,0.0093
1.0700,0.0051
1.1500,0.0093
1.2310,0.0051
1.3110,0.0103
1.3850,0.0051
1.4730,0.0088
1.5460,0.0051
1.6260,0.0095
1.7000,0.0051
1.7800,0.0095
1.8610,0.0054
1.9410,0.0095
2.0220,0.0054
2.0950,0.0098
2.1830,0.0061
2.2560,0.0098
2.3370,0.0054
2.4100,0.0086
2.4910,0.0054
2.5710,0.0090
2.6520,0.0056
2.7250,0.0093
2.8060,0.0056
2.8940,0.0093
2.9670,0.0059
3.0480,0.0100
3.1210,0.0061
3.2010,0.0100
3.2820,0.0063
3.3630,0.0100
3.4360,0.0066
3.5160,0.0105
3.6040,0.0078
3.6780,0.0107
3.7510,0.0078
3.8320,0.0122
3.9120,0.0078
3.9930,0.0127
4.0730,0.0081
4.1540,0.0129
4.2270,0.0088
4.3150,0.0129
4.3880,0.0093
4.4690,0.0144
4.5420,0.0103
4.6230,0.0154
4.7030,0.0105
4.7840,0.0164
4.8570,0.0115
4.9380,0.0171
5.0260,0.0129
5.0990,0.0178
5.1790,0.0144
5.2530,0.0191
5.3330,0.0151
5.4140,0.0203
5.4950,0.0154
5.5750,0.0215
5.6480,0.0156
5.7360,0.0205
5.8100,0.0166
5.8900,0.0200
5.9710,0.0164
6.0440,0.0195
6.1250,0.0156
6.2050,0.0191
6.2860,0.0144
6.3590,0.0186
6.4470,0.0120
6.5200,0.0178
6.6010,0.0144
6.6810,0.0173
6.7620,0.0100
6.8350,0.0186
6.9160,0.0137
6.9960,0.0173
7.0770,0.0134
7.1650,0.0176
7.2310,0.0132
7.3110,0.0169
7.3920,0.0132
7.4730,0.0169
7.5530,0.0139
7.6260,0.0171
7.7070,0.0137
7.7880,0.0171
7.8750,0.0132
7.9490,0.0173
8.0220,0.0146
8.1030,0.0181
8.1830,0.0151
8.2640,0.0183
8.3370,0.0159
8.4180,0.0195
8.4980,0.0171
8.5860,0.0215
8.6590,0.0181
8.7400,0.0215
8.8210,0.0195
8.8940,0.0210
8.9740,0.0217
9.0550,0.0239
9.1360,0.0232
9.2160,0.0242
9.3040,0.0242
9.3700,0.0273
9.4510,0.0261
9.5310,0.0293
9.6120,0.0278
9.6850,0.0313
9.7660,0.0308
9.8460,0.0335
9.9270,0.0332
10.0150,0.0369
10.0880,0.0352
10.1610,0.0376
10.2420,0.0366
10.3220,0.0398
10.4030,0.0374
10.4840,0.0398
10.5640,0.0379
10.6370,0.0386
10.7330,0.0349
10.7990,0.0371
10.8790,0.0357
10.9600,0.0357
11.0400,0.0335
11.1140,0.0337
11.1940,0.0315
11.2750,0.0318
11.3550,0.0300
11.4430,0.0315
11.5160,0.0286
11.5900,0.0281
11.6700,0.0271
11.7510,0.0264
11.8320,0.0259
11.9120,0.0254
11.9850,0.0251
12.0660,0.0247
12.1540,0.0205
12.2270,0.0154
12.3080,0.0398
12.3880,0.0784
12.4690,0.2103
12.5420,0.0344
12.6230,0.0254
12.7030,0.0264
12.7840,0.0210
12.8720,0.0283
12.9380,0.0291
13.0180,0.0222
13.0990,0.0251
13.1790,0.0278
13.2600,0.0283
13.3410,0.0278
13.4140,0.0293
13.4950,0.0295
13.5820,0.0305
13.6560,0.0313
13.7360,0.0337
13.8170,0.0332
13.8900,0.0361
13.9710,0.0352
14.0510,0.0388
14.1320,0.0379
14.2120,0.0413
14.3000,0.0437
14.3740,0.0440
14.4540,0.0440
14.5270,0.0474
14.6080,0.0466
14.6890,0.0510
14.7690,0.0496
14.8500,0.0542
14.9300,0.0525
15.0110,0.0540
15.0840,0.0549
15.1650,0.0579
15.2450,0.0559
15.3260,0.0586
15.4070,0.0552
15.4800,0.0581
15.5600,0.0540
15.6410,0.0557
15.7290,0.0537
15.8020,0.0530
15.8830,0.0493
15.9630,0.0493
16.0370,0.0459
16.1170,0.0471
16.1980,0.0430
16.2780,0.0442
16.3590,0.0398
16.4470,0.0391
16.5130,0.0369
16.5930,0.0393
16.6740,0.0347
16.7550,0.0371
16.8350,0.0335
16.9160,0.0359
16.9960,0.0310
17.0700,0.0349
17.1580,0.0325
17.2310,0.0342
17.3110,0.0295
17.3920,0.0339
17.4730,0.0300
17.5530,0.0342
17.6260,0.0295
17.7070,0.0352
17.7880,0.0300
17.8750,0.0335
17.9490,0.0315
18.0290,0.0364
18.1100,0.0332
18.1900,0.0388
18.2640,0.0339
18.3440,0.0413
18.4250,0.0359
18.5050,0.0432
18.5930,0.0418
18.6670,0.0449
18.7400,0.0418
18.8210,0.0474
18.9010,0.0452
18.9820,0.0515
19.0620,0.0476
19.1430,0.0547
19.2160,0.0513
19.3110,0.0566
19.3770,0.0559
19.4580,0.0618
19.5380,0.0596
19.6190,0.0657
19.7000,0.0628
19.7800,0.0693
19.8610,0.0652
19.9340,0.0720
20.0220,0.0691
20.0950,0.0742
20.1760,0.0679
20.2560,0.0737
20.3370,0.0672
20.4100,0.0725
20.4910,0.0654
20.5710,0.0698
20.6520,0.0630
20.7400,0.0652
20.8130,0.0596
20.8860,0.0654
20.9670,0.0564
21.0480,0.0615
21.1280,0.0532
21.2090,0.0574
21.2890,0.0498
21.3700,0.0542
21.4580,0.0486
21.5240,0.0515
21.6040,0.0432
21.6850,0.0488
21.7660,0.0408
21.8460,0.0525
21.9270,0.0393
22.0070,0.0440
22.0880,0.0381
22.1680,0.0408
22.2420,0.0374
22.3220,0.0418
22.4030,0.0361
22.4840,0.0423
22.5570,0.0369
22.6370,0.0427
22.7180,0.0374
22.7990,0.0437
22.8860,0.0393
22.9600,0.0447
23.0400,0.0401
23.1140,0.0461
23.1940,0.0418
23.2750,0.0483
23.3550,0.0440
23.4360,0.0520
23.5160,0.0461
23.6040,0.0527
23.6780,0.0488
23.7510,0.0571
23.8320,0.0520
23.9120,0.0608
23.9930,0.0559
