time, axial_temperature (degree celsius), surface_temperature (degree celsius)
1388.0000,25.2500,2.2600
1389.0000,25.3500,2.4200
1390.0000,25.4900,2.4900
1391.0000,25.6200,2.5500
1392.0000,25.7200,2.7900
1393.0000,25.8200,2.4200
1394.0000,25.9200,2.2600
1395.0000,26.0500,1.6900
1396.0000,26.1800,1.5900
1397.0000,26.2800,1.9300
1398.0000,26.3800,2.3200
1399.0000,26.5100,2.4200
1400.0000,26.9700,2.4200
1401.0000,26.7400,1.2300
1402.0000,26.5400,1.3000
1403.0000,26.7700,1.9600
1404.0000,26.9100,1.6600
1405.0000,27.0100,1.3600
1406.0000,27.1400,1.2600
1407.0000,27.2000,1.0600
1408.0000,27.3000,0.8600
1409.0000,27.4000,0.9600
1410.0000,27.4700,0.7700
1411.0000,27.5000,0.7300
1412.0000,27.5700,0.7000
1413.0000,27.6300,0.6300
1414.0000,27.7300,0.5000
1415.0000,27.7700,-0.0600
1416.0000,27.8000,-0.1000
1417.0000,27.8000,-0.1300
1418.0000,27.8300,-0.1000
1419.0000,27.8700,-0.2300
1420.0000,27.8700,-0.2300
1421.0000,27.9300,-0.2300
1422.0000,27.9000,-0.2600
1423.0000,27.9000,-0.2600
1424.0000,27.9000,-0.3000
1425.0000,27.9300,-0.3600
1426.0000,27.9600,-0.2600
1427.0000,27.9600,-0.2000
1428.0000,27.9300,-0.0600
1429.0000,27.9000,-0.1300
1430.0000,27.9600,-0.0300
1431.0000,27.9600,-0.1600
1432.0000,27.9300,-0.0300
1433.0000,27.8300,-0.0600
1434.0000,27.9000,0.1400
1435.0000,27.9000,0.0000
1436.0000,27.8300,-0.1600
1437.0000,27.8000,-0.1000
1438.0000,27.8000,-0.2000
1439.0000,27.7300,-0.2600
1440.0000,27.6700,-0.2600
1441.0000,27.6300,-0.3000
1442.0000,27.6000,-0.3000
1443.0000,27.5300,-0.3000
1444.0000,27.4700,-0.3300
1445.0000,27.3700,-0.3300
1446.0000,27.3400,-0.2600
1447.0000,27.3000,-0.1600
1448.0000,27.1700,-0.2300
1449.0000,27.1400,-0.1300
1450.0000,27.1700,-0.0600
1451.0000,27.0700,-0.3000
1452.0000,26.8700,-0.4300
1453.0000,26.7400,-0.3000
1454.0000,26.7400,-0.2300
1455.0000,26.6800,-0.2000
1456.0000,26.6100,-0.2000
1457.0000,26.5400,-0.2600
1458.0000,26.4400,-0.2600
1459.0000,26.3800,-0.1300
1460.0000,26.2800,-0.1600
1461.0000,26.2100,-0.2300
1462.0000,26.1100,-0.2600
1463.0000,26.0100,-0.2600
1464.0000,25.9200,-0.2300
1465.0000,25.7800,-0.2600
1466.0000,25.7200,-0.1300
1467.0000,25.6500,-0.0600
1468.0000,25.4900,0.3300
1469.0000,25.4200,0.7000
1470.0000,25.3500,1.0000
1471.0000,25.2200,1.2000
1472.0000,25.0900,1.4900
1473.0000,25.0600,2.6200
1474.0000,25.1600,32.2500
1475.0000,25.5900,42.5900
1476.0000,25.5200,42.9800
1477.0000,25.2900,43.9800
1478.0000,25.0200,44.1400
1479.0000,24.8600,42.7900
1480.0000,24.6900,42.3200
1481.0000,24.5600,43.3500
1482.0000,24.4300,43.8100
1483.0000,24.2600,44.2400
1484.0000,24.1000,44.9100
1485.0000,24.0000,44.9400
1486.0000,23.8300,45.0700
1487.0000,23.7000,45.5000
1488.0000,23.5700,45.9300
1489.0000,23.4400,46.4300
1490.0000,23.3100,46.8900
1491.0000,23.1700,46.6300
1492.0000,23.0400,46.4000
1493.0000,22.9400,46.2000
1494.0000,22.8100,46.1300
1495.0000,22.6800,46.3000
1496.0000,22.5500,46.4000
1497.0000,22.4100,46.4300
1498.0000,22.3100,46.5300
1499.0000,22.1800,46.5600
1500.0000,22.0800,46.8300
1501.0000,21.9800,47.0600
1502.0000,21.8200,46.9300
1503.0000,21.7200,46.9900
1504.0000,21.6200,47.1300
1505.0000,21.4900,47.1900
1506.0000,21.4200,47.3600
1507.0000,21.3200,47.2900
1508.0000,21.2200,47.3300
1509.0000,21.1600,47.4900
1510.0000,21.0300,47.4200
1511.0000,20.9300,47.6600
1512.0000,20.8300,47.8900
1513.0000,20.7600,48.0500
1514.0000,20.7300,48.1200
1515.0000,20.6300,47.9900
1516.0000,20.6000,47.9200
1517.0000,20.5000,47.6600
1518.0000,20.4300,47.3900
1519.0000,20.3600,47.6200
1520.0000,20.3300,47.9900
1521.0000,20.2700,48.1900
1522.0000,20.2700,48.4900
1523.0000,20.1700,48.6200
1524.0000,20.1300,48.7200
1525.0000,20.1300,48.6500
1526.0000,20.0700,48.3200
1527.0000,20.0700,48.3200
1528.0000,20.0300,48.2900
1529.0000,20.0300,48.3200
1530.0000,20.0000,48.3500
1531.0000,20.0000,48.2900
1532.0000,20.0000,48.2900
1533.0000,20.0000,48.2500
1534.0000,20.0000,48.3500
1535.0000,20.0300,48.3500
1536.0000,20.0000,48.3500
1537.0000,20.1000,48.4900
1538.0000,20.0300,48.4900
1539.0000,20.1000,48.6800
1540.0000,20.1000,48.7800
1541.0000,20.1000,48.8200
1542.0000,19.9700,49.3100
1543.0000,20.1300,48.9200
1544.0000,20.2000,48.8800
1545.0000,20.2300,48.9200
1546.0000,20.2700,48.6500
1547.0000,20.3000,48.6500
1548.0000,20.3600,48.5500
1549.0000,20.4000,48.4200
1550.0000,20.4600,48.4200
1551.0000,20.5300,48.3900
1552.0000,20.6000,48.3900
1553.0000,20.6600,48.4900
1554.0000,20.7000,48.4200
1555.0000,20.7600,48.5500
1556.0000,20.8300,48.4500
1557.0000,20.8600,48.4500
1558.0000,20.9600,48.5200
1559.0000,21.0300,48.4200
1560.0000,21.1200,48.4500
1561.0000,21.1900,48.6500
1562.0000,21.2600,48.4200
1563.0000,21.3600,48.3200
1564.0000,21.2200,49.0200
1565.0000,21.5500,48.7800
1566.0000,21.6900,49.0800
1567.0000,21.8200,49.1800
1568.0000,21.8800,49.4100
1569.0000,21.9500,49.2500
1570.0000,21.9500,48.5800
1571.0000,21.9500,46.8300
1572.0000,21.9200,45.0400
1573.0000,21.9800,43.0200
1574.0000,21.9500,10.4700
1575.0000,21.9500,7.0300
1576.0000,21.9500,4.9700
1577.0000,22.1200,4.1800
1578.0000,22.3500,1.0000
1579.0000,22.3500,2.2200
1580.0000,22.3800,2.1600
1581.0000,22.5500,2.1200
1582.0000,22.6100,1.1600
1583.0000,22.7800,0.7000
1584.0000,22.8800,0.6000
1585.0000,23.0100,0.4700
1586.0000,23.1700,0.5000
1587.0000,23.3100,0.6300
1588.0000,23.4400,0.4700
1589.0000,23.5700,0.5000
1590.0000,23.7000,0.4700
1591.0000,23.7400,0.0400
1592.0000,23.7400,0.1700
1593.0000,23.9700,0.5300
1594.0000,24.1300,0.6300
1595.0000,24.2300,0.2700
1596.0000,24.4000,0.3000
1597.0000,24.5300,0.1700
1598.0000,24.6300,-0.0300
1599.0000,24.7600,0.1000
1600.0000,24.8900,0.2000
1601.0000,25.0200,0.0700
1602.0000,25.1600,0.0700
1603.0000,25.2900,0.1400
1604.0000,25.3200,0.0400
1605.0000,25.3500,0.2000
1606.0000,25.2900,-0.3600
1607.0000,25.5200,0.6000
1608.0000,25.7200,0.6700
1609.0000,25.8200,0.0700
1610.0000,25.9200,0.0000
1611.0000,25.8500,0.0000
1612.0000,25.8800,0.3300
1613.0000,26.1800,0.1400
1614.0000,26.2800,0.0400
1615.0000,26.3500,0.2700
1616.0000,26.4800,0.3700
1617.0000,26.5400,0.5700
1618.0000,26.6100,0.5000
1619.0000,26.6400,0.5000
1620.0000,26.6800,0.3700
1621.0000,26.7400,0.1400
1622.0000,26.7700,0.1400
1623.0000,26.8400,0.0700
1624.0000,26.9100,0.1000
1625.0000,26.9400,0.1700
1626.0000,27.0100,-0.0600
1627.0000,27.0100,0.0700
1628.0000,27.0100,-0.0600
1629.0000,27.0400,-0.1000
1630.0000,27.0400,0.0400
1631.0000,27.0700,0.0700
1632.0000,27.0700,-0.1600
1633.0000,27.0700,-0.1600
1634.0000,27.0700,-0.2000
1635.0000,27.0400,-0.0600
1636.0000,27.0400,0.0700
1637.0000,27.0100,0.0400
1638.0000,27.0100,0.0400
1639.0000,26.9700,0.1000
1640.0000,26.9700,0.1000
1641.0000,26.9400,0.0400
1642.0000,26.9100,-0.2000
1643.0000,26.8700,-0.1300
1644.0000,26.8400,-0.1600
1645.0000,26.8100,-0.1000
1646.0000,26.6800,-0.1600
1647.0000,26.6800,-0.0300
1648.0000,26.6800,0.1000
1649.0000,26.6400,0.1000
1650.0000,26.6100,0.1400
1651.0000,26.5800,-0.3300
1652.0000,26.4800,-0.2300
1653.0000,26.3800,-0.2000
1654.0000,26.2800,-0.1300
1655.0000,26.3100,-0.2600
1656.0000,26.1800,-0.2600
1657.0000,26.1100,-0.2600
1658.0000,26.0500,-0.2300
1659.0000,25.9500,-0.2000
1660.0000,25.8200,-0.2300
1661.0000,25.9200,0.2400
1662.0000,25.8200,-0.1600
1663.0000,25.7200,-0.1300
1664.0000,25.6800,0.0400
1665.0000,25.6200,0.0700
1666.0000,25.6800,0.4000
1667.0000,25.4900,-0.0300
1668.0000,25.3500,0.0700
1669.0000,25.2900,0.0700
1670.0000,25.1600,0.1400
1671.0000,25.1600,0.2700
1672.0000,24.9600,0.1000
1673.0000,24.7600,0.0400
1674.0000,24.7300,0.2400
1675.0000,24.5300,0.5700
1676.0000,24.4600,0.9600
1677.0000,24.4000,1.3000
1678.0000,24.1600,1.4600
1679.0000,23.9000,12.5000
1680.0000,24.8300,32.7400
1681.0000,24.9200,37.4500
1682.0000,24.7300,40.1700
1683.0000,24.4900,40.0700
1684.0000,24.2600,42.5200
1685.0000,24.1000,41.0600
1686.0000,23.9700,40.3300
1687.0000,23.8000,40.6600
1688.0000,23.6400,41.0600
1689.0000,23.5000,41.2600
1690.0000,23.4000,41.6900
1691.0000,23.2700,42.0600
1692.0000,23.1400,42.4900
1693.0000,23.0100,42.9500
1694.0000,22.8800,43.1500
1695.0000,22.7400,43.3800
1696.0000,22.6100,43.5500
1697.0000,22.4800,43.5100
1698.0000,22.3800,43.6800
1699.0000,22.2200,43.7500
1700.0000,22.0800,43.9500
1701.0000,21.7900,44.1400
1702.0000,21.8500,43.9500
1703.0000,21.7200,44.0400
1704.0000,21.6200,44.1400
1705.0000,21.4900,44.2800
1706.0000,21.3900,44.5400
1707.0000,21.2900,44.5400
1708.0000,21.1600,44.6400
1709.0000,21.0600,44.7400
1710.0000,20.9600,44.6700
1711.0000,20.8600,44.8100
1712.0000,20.7600,44.8700
1713.0000,20.6600,44.8700
1714.0000,20.6000,45.1100
1715.0000,20.4600,45.1700
1716.0000,20.3600,45.2700
1717.0000,20.3000,45.4400
1718.0000,20.2000,45.4400
1719.0000,20.1300,45.5700
1720.0000,20.0700,45.6400
1721.0000,19.9700,45.6000
1722.0000,19.9400,45.7700
1723.0000,19.8400,45.8000
1724.0000,19.7700,45.8000
1725.0000,19.7000,45.7700
1726.0000,19.6400,45.6000
1727.0000,19.6000,45.6400
1728.0000,19.5700,45.6700
1729.0000,19.5100,45.6400
1730.0000,19.4700,45.8000
1731.0000,19.4400,45.8000
1732.0000,19.4100,45.9000
1733.0000,19.4100,46.0300
1734.0000,19.3400,46.0300
1735.0000,19.3400,46.1700
1736.0000,19.3100,46.2000
1737.0000,19.2700,46.1700
1738.0000,19.3100,46.2300
1739.0000,19.2700,46.1700
1740.0000,19.2700,46.2000
1741.0000,19.3100,46.3600
1742.0000,19.2700,46.4300
1743.0000,19.3100,46.7600
1744.0000,19.3100,46.5600
1745.0000,19.3400,46.5300
1746.0000,19.3400,46.1000
1747.0000,19.3700,46.3600
1748.0000,19.4100,46.4300
1749.0000,19.4100,46.4000
1750.0000,19.4100,46.5000
1751.0000,19.4700,46.5300
1752.0000,19.5400,46.4300
1753.0000,19.6000,46.5000
1754.0000,19.6400,46.3000
1755.0000,19.7000,46.3600
1756.0000,19.7400,46.3600
1757.0000,19.8000,46.5000
1758.0000,19.8400,46.4600
1759.0000,19.9000,46.6000
1760.0000,19.9700,46.6600
1761.0000,20.0000,46.6000
1762.0000,20.1000,46.7300
1763.0000,20.1700,46.7300
1764.0000,20.2300,46.7600
1765.0000,20.3300,46.8900
1766.0000,20.3600,46.7300
1767.0000,20.4600,46.8300
1768.0000,20.5300,46.7600
1769.0000,20.6000,46.6000
1770.0000,20.7000,46.8000
1771.0000,20.7600,46.7300
1772.0000,20.8600,46.8000
1773.0000,20.9900,46.9600
1774.0000,21.0900,46.9900
1775.0000,21.2200,47.4600
1776.0000,21.3200,47.3300
1777.0000,21.3600,47.4600
1778.0000,21.4600,47.6600
1779.0000,21.5200,47.4600
1780.0000,21.6500,47.5200
1781.0000,21.5900,45.2400
1782.0000,21.4600,43.6500
1783.0000,21.5200,43.2800
1784.0000,21.6500,27.9100
1785.0000,21.4200,7.0300
1786.0000,21.5200,4.8400
1787.0000,21.6500,4.9700
1788.0000,21.7900,4.8700
1789.0000,21.9200,5.2100
1790.0000,22.0500,5.3400
1791.0000,22.1800,4.5400
1792.0000,22.3100,4.8100
1793.0000,22.3500,4.7400
1794.0000,22.1500,3.7500
1795.0000,22.5800,4.1100
1796.0000,22.7400,3.8800
1797.0000,22.9100,3.7100
1798.0000,23.0400,3.3200
1799.0000,23.0700,3.0500
1800.0000,23.2700,2.7900
1801.0000,23.4000,2.7500
1802.0000,23.5000,2.4600
1803.0000,23.6400,2.1200
1804.0000,23.7700,1.7300
1805.0000,23.9000,1.3900
1806.0000,24.0300,1.4300
1807.0000,24.1600,1.2300
1808.0000,24.2600,1.1600
1809.0000,24.3600,1.0600
1810.0000,24.4900,1.1600
1811.0000,24.6300,1.0600
1812.0000,24.6900,0.6300
1813.0000,24.7900,0.5300
1814.0000,24.9200,0.3700
1815.0000,25.0200,0.4300
1816.0000,25.1600,0.4700
1817.0000,25.2500,0.2700
1818.0000,25.3200,0.3700
1819.0000,25.4500,0.4700
1820.0000,25.5200,0.5000
1821.0000,25.6200,0.3700
1822.0000,25.6800,0.2700
1823.0000,25.7500,0.2400
1824.0000,25.8500,0.0400
1825.0000,25.9200,0.1000
1826.0000,25.9800,0.1000
1827.0000,26.0100,-0.0600
1828.0000,26.1500,0.1400
1829.0000,26.2100,0.2700
1830.0000,26.2500,0.0400
1831.0000,26.3100,-0.0600
1832.0000,26.3500,-0.0600
1833.0000,26.4100,0.2000
1834.0000,26.4800,0.0700
1835.0000,26.7100,0.3300
1836.0000,26.5100,-0.0300
1837.0000,26.6100,0.0000
1838.0000,26.5800,-0.1000
1839.0000,26.6100,-0.0300
1840.0000,26.6100,-0.0600
1841.0000,26.6400,-0.0300
1842.0000,26.6400,-0.1600
1843.0000,26.4100,-0.5300
1844.0000,26.4800,0.1000
1845.0000,26.6100,0.2000
1846.0000,26.5800,0.2400
1847.0000,26.6100,0.2000
1848.0000,26.6100,0.1000
1849.0000,26.5800,-0.1000
1850.0000,26.5800,0.2400
1851.0000,26.5400,0.3700
1852.0000,26.5400,0.2700
1853.0000,26.5100,-0.1000
1854.0000,26.5100,-0.0300
1855.0000,26.4800,0.0000
1856.0000,26.4100,0.1700
1857.0000,26.4100,0.2000
1858.0000,26.3500,0.1700
1859.0000,26.2100,-0.0600
1860.0000,26.0800,0.4000
1861.0000,26.1800,0.3000
1862.0000,26.1800,0.2400
1863.0000,26.1800,0.2700
1864.0000,26.0500,-0.0300
1865.0000,25.9500,0.0700
1866.0000,25.8800,-0.0300
1867.0000,25.7200,-0.2300
1868.0000,25.7200,-0.1000
1869.0000,25.9500,0.5300
1870.0000,25.6800,-0.1600
1871.0000,25.5900,-0.1600
1872.0000,25.4900,-0.0300
1873.0000,25.4200,0.0400
1874.0000,25.3200,0.0400
1875.0000,25.1900,0.0700
1876.0000,25.1200,0.1000
1877.0000,25.0600,0.0400
1878.0000,24.9900,0.0400
1879.0000,24.9200,0.0400
1880.0000,24.8300,0.0000
1881.0000,24.7300,0.0400
1882.0000,24.6600,0.1700
1883.0000,24.3600,0.5300
1884.0000,24.5300,0.5300
1885.0000,24.4300,0.3000
1886.0000,24.2600,0.4700
1887.0000,24.1300,0.7300
1888.0000,24.0300,1.1000
1889.0000,23.9000,1.5900
1890.0000,23.6000,13.2600
1891.0000,24.3600,33.6700
1892.0000,24.4600,37.7200
1893.0000,24.2000,39.9400
1894.0000,23.9700,39.5000
1895.0000,23.8000,38.9700
1896.0000,23.6400,38.8700
1897.0000,23.4400,38.9400
1898.0000,23.3400,39.7700
1899.0000,23.2100,40.8300
1900.0000,23.0700,41.4300
1901.0000,22.9100,41.2900
1902.0000,22.8100,41.6600
1903.0000,22.6800,41.8200
1904.0000,22.5500,42.0600
1905.0000,22.4100,42.1600
1906.0000,22.3100,42.5900
1907.0000,22.1500,42.6200
1908.0000,22.0500,42.7200
1909.0000,21.9200,42.7900
1910.0000,21.8200,42.8800
1911.0000,21.6900,42.9500
1912.0000,21.5900,43.0500
1913.0000,21.4900,43.3200
1914.0000,21.3600,43.1500
1915.0000,21.2600,43.2500
1916.0000,21.1600,43.1800
1917.0000,21.0600,43.2200
1918.0000,20.9300,43.1800
1919.0000,20.8300,43.2500
1920.0000,20.7300,43.3200
1921.0000,20.6300,43.4500
1922.0000,20.5000,43.2500
1923.0000,20.4300,43.5500
1924.0000,20.3300,43.7500
1925.0000,20.2300,43.9500
1926.0000,20.1300,43.6800
1927.0000,20.0300,43.8100
1928.0000,19.9700,43.9100
1929.0000,19.9000,44.1800
1930.0000,19.7700,44.1400
1931.0000,19.7400,44.4400
1932.0000,19.6700,44.6100
1933.0000,19.5700,45.0100
1934.0000,19.5100,45.1100
1935.0000,19.4700,45.4000
1936.0000,19.4100,45.3000
1937.0000,19.3400,44.7400
1938.0000,19.3100,44.9100
1939.0000,19.2400,45.0400
1940.0000,19.2100,45.2400
1941.0000,19.1800,45.1700
1942.0000,19.1400,45.4400
1943.0000,18.9400,45.3000
1944.0000,19.0400,44.8100
1945.0000,19.0400,44.5400
1946.0000,19.0400,44.5100
1947.0000,19.0100,44.4400
1948.0000,18.9800,44.4400
1949.0000,19.0100,44.3800
1950.0000,19.0100,44.4100
1951.0000,19.0100,44.4800
1952.0000,19.0100,44.5400
1953.0000,19.0100,44.5700
1954.0000,19.0100,44.7400
1955.0000,19.0400,44.7700
1956.0000,19.0400,44.8100
1957.0000,19.0400,44.9100
1958.0000,19.1100,45.4400
1959.0000,19.1100,45.1700
1960.0000,19.1400,44.9400
1961.0000,19.1400,44.6400
1962.0000,19.2100,44.9100
1963.0000,19.2400,44.7100
1964.0000,19.2700,44.7700
1965.0000,19.3100,44.6700
1966.0000,19.3700,45.0100
1967.0000,19.4100,44.9700
1968.0000,19.3700,45.1400
1969.0000,19.5100,44.9100
1970.0000,19.6000,45.1700
1971.0000,19.6400,45.1100
1972.0000,19.7000,45.2400
1973.0000,19.7400,45.1100
1974.0000,19.8400,45.3000
1975.0000,19.8700,45.1400
1976.0000,19.9400,45.1100
1977.0000,20.0000,44.9100
1978.0000,20.1000,45.1400
1979.0000,20.1700,44.9400
1980.0000,20.2300,44.9400
1981.0000,20.3000,44.7700
1982.0000,20.5600,45.1700
1983.0000,20.4600,45.2700
1984.0000,20.6600,45.5700
1985.0000,20.7900,45.8000
1986.0000,20.8300,45.4700
1987.0000,20.8900,45.3400
1988.0000,20.9600,45.2000
1989.0000,21.0600,45.5000
1990.0000,20.7600,43.1500
1991.0000,20.6600,42.9800
1992.0000,20.8900,42.2900
1993.0000,20.9600,38.2800
1994.0000,20.9600,4.7800
1995.0000,20.9300,5.9000
1996.0000,20.9900,6.4700
1997.0000,20.9900,4.7100
1998.0000,21.1200,4.2100
1999.0000,21.2200,3.4200
2000.0000,21.2600,2.7900
2001.0000,21.3600,2.4600
2002.0000,21.5200,2.2200
2003.0000,21.6900,1.8300
2004.0000,21.8800,1.0000
2005.0000,22.0500,0.7700
2006.0000,22.1500,1.0000
2007.0000,22.2800,0.9300
2008.0000,22.4100,0.7700
2009.0000,22.5500,0.4700
2010.0000,22.6400,0.5300
2011.0000,22.7800,0.5300
2012.0000,22.9100,0.3000
2013.0000,23.0100,0.5700
2014.0000,23.1400,0.5300
2015.0000,23.2700,0.3300
2016.0000,23.3700,0.4000
2017.0000,23.4700,0.2700
2018.0000,23.5700,0.3000
2019.0000,23.7000,0.1700
2020.0000,23.8000,0.1700
2021.0000,23.9000,0.2400
2022.0000,24.0000,0.2000
2023.0000,24.1000,0.2000
2024.0000,24.2000,0.2400
2025.0000,24.3300,0.2400
2026.0000,24.2600,0.0000
2027.0000,24.7900,1.3900
2028.0000,24.9900,0.2400
2029.0000,24.6900,0.0000
2030.0000,24.7600,0.3300
2031.0000,24.9600,0.2400
2032.0000,24.8900,0.0400
2033.0000,24.9200,0.2700
2034.0000,25.0600,0.2000
2035.0000,25.0200,-0.1300
2036.0000,25.0900,0.2000
2037.0000,25.0900,-0.1300
2038.0000,25.3200,0.1700
2039.0000,25.4200,0.0000
2040.0000,25.4200,-0.0300
2041.0000,25.4500,0.0000
2042.0000,25.4900,-0.0300
2043.0000,25.4200,-0.1000
2044.0000,25.4900,0.4000
2045.0000,25.6500,0.3300
2046.0000,25.6500,0.1000
2047.0000,25.6500,0.0000
2048.0000,25.7200,-0.1600
2049.0000,25.7200,-0.1600
2050.0000,25.6800,0.0400
2051.0000,25.7200,-0.0600
2052.0000,25.7500,-0.1000
2053.0000,25.7800,0.0400
2054.0000,25.7200,0.2700
2055.0000,25.8200,0.2400
2056.0000,25.8200,0.1000
2057.0000,25.7800,-0.0600
2058.0000,25.7800,-0.1300
2059.0000,25.7500,-0.0300
2060.0000,25.7200,-0.0600
2061.0000,25.6800,-0.1000
2062.0000,25.7200,-0.0300
2063.0000,25.6800,-0.0600
2064.0000,25.6200,-0.1000
2065.0000,25.5500,-0.0600
2066.0000,25.5200,0.0400
2067.0000,25.3900,0.1000
2068.0000,25.4200,0.0700
2069.0000,25.5900,0.1700
2070.0000,25.4900,-0.0600
2071.0000,25.1200,-0.5600
2072.0000,25.1600,-0.1600
2073.0000,25.1200,-0.1600
2074.0000,25.0900,-0.1600
2075.0000,25.0200,-0.0600
2076.0000,24.9200,-0.1300
2077.0000,24.8600,-0.1000
2078.0000,24.8300,-0.1000
2079.0000,24.7600,0.0000
2080.0000,24.6900,-0.1600
2081.0000,24.6300,-0.2000
2082.0000,24.5300,-0.2300
2083.0000,24.4300,-0.2600
2084.0000,24.4000,-0.1300
2085.0000,24.2600,-0.1300
2086.0000,24.1600,-0.1300
2087.0000,24.1000,-0.0600
2088.0000,24.0000,-0.1000
2089.0000,23.9000,-0.1000
2090.0000,23.8000,-0.2000
2091.0000,23.7700,-0.1000
2092.0000,23.6700,-0.1300
2093.0000,23.5400,-0.1300
2094.0000,23.4700,-0.0300
2095.0000,23.3400,0.3000
2096.0000,23.2700,0.6300
2097.0000,23.2400,1.4300
2098.0000,23.4000,17.1400
2099.0000,23.5400,33.5400
2100.0000,23.5000,37.3200
2101.0000,23.3400,37.6800
2102.0000,23.2400,38.1100
2103.0000,23.1100,39.8000
2104.0000,23.0100,41.1600
2105.0000,22.9100,41.0300
2106.0000,22.7800,41.5900
2107.0000,22.6100,41.7900
2108.0000,22.4100,41.7900
2109.0000,22.2800,42.2600
2110.0000,22.1200,42.0900
2111.0000,21.9800,42.0900
2112.0000,21.8200,41.8600
2113.0000,21.7500,41.6900
2114.0000,21.6500,41.5600
2115.0000,21.5200,41.8900
2116.0000,21.4200,42.0600
2117.0000,21.2900,42.2900
2118.0000,21.1600,42.0900
2119.0000,21.0600,42.0600
2120.0000,20.9600,41.9900
2121.0000,20.8300,41.7200
2122.0000,20.7300,42.1200
2123.0000,20.6300,42.0600
2124.0000,20.5300,42.1900
2125.0000,20.4300,42.5200
2126.0000,20.3000,42.2200
2127.0000,20.2000,42.3500
2128.0000,20.1000,42.3200
2129.0000,20.0000,42.5500
2130.0000,19.9000,42.3200
2131.0000,19.8000,42.6200
2132.0000,19.7400,42.8500
2133.0000,19.6400,42.9800
2134.0000,19.5400,43.5100
2135.0000,19.4700,43.3800
2136.0000,19.3700,43.2200
2137.0000,19.3100,43.0800
2138.0000,19.2100,42.7500
2139.0000,19.1400,42.6200
2140.0000,19.0800,42.5500
2141.0000,18.8500,42.8500
2142.0000,18.9100,42.6900
2143.0000,18.8800,42.8500
2144.0000,18.8500,43.0200
2145.0000,18.7500,42.8800
2146.0000,18.7100,42.7900
2147.0000,18.6800,42.7900
2148.0000,18.6500,42.9500
2149.0000,18.6100,43.1800
2150.0000,18.5800,42.8800
2151.0000,18.5500,43.1200
2152.0000,18.5100,43.2200
2153.0000,18.5100,43.0800
2154.0000,18.4800,43.4800
2155.0000,18.4800,43.3800
2156.0000,18.4800,43.3800
2157.0000,18.4500,43.2500
2158.0000,18.4200,43.6500
2159.0000,18.4800,43.4800
2160.0000,18.4800,43.6100
2161.0000,18.4800,43.9800
2162.0000,18.4800,43.3800
2163.0000,18.4800,43.5500
2164.0000,18.5100,43.6800
2165.0000,18.5100,43.5100
2166.0000,18.5500,43.7500
2167.0000,18.8500,43.6800
2168.0000,18.4500,43.3800
2169.0000,18.4200,43.5800
2170.0000,18.6800,43.4500
2171.0000,18.7100,43.5500
2172.0000,18.7100,43.5500
2173.0000,18.7500,43.5100
2174.0000,18.8500,43.9500
2175.0000,18.8800,43.8500
2176.0000,18.9400,43.9500
2177.0000,18.7800,44.3100
2178.0000,19.0100,43.6800
2179.0000,19.0800,43.6800
2180.0000,19.1400,43.6100
2181.0000,19.1800,43.4500
2182.0000,19.2400,43.7500
2183.0000,19.3400,43.5800
2184.0000,19.3700,43.5800
2185.0000,19.3100,43.9100
2186.0000,19.5400,43.4500
2187.0000,19.4400,43.6800
2188.0000,19.6700,43.5100
2189.0000,19.7700,43.3500
2190.0000,19.8400,43.6500
2191.0000,19.9700,44.0100
2192.0000,19.9400,44.5400
2193.0000,20.2000,44.5700
2194.0000,20.2300,44.0800
2195.0000,20.3000,44.3800
2196.0000,20.3600,44.2800
2197.0000,20.4000,44.0400
2198.0000,20.5000,44.2800
2199.0000,20.3000,42.3900
2200.0000,20.3300,42.2600
2201.0000,20.5000,41.3600
2202.0000,20.5600,40.7300
2203.0000,20.6600,26.1500
2204.0000,20.6000,6.1300
2205.0000,20.6300,5.3400
2206.0000,20.7000,2.6500
2207.0000,20.8300,3.5500
2208.0000,20.9600,4.4100
2209.0000,21.2900,5.6400
2210.0000,21.3600,4.1100
2211.0000,21.1900,4.4800
2212.0000,21.3900,3.6200
2213.0000,21.5200,3.8500
2214.0000,21.5900,3.6200
2215.0000,21.7200,3.2800
2216.0000,21.8200,2.8500
2217.0000,21.9200,2.4600
2218.0000,21.9800,2.2200
2219.0000,22.0800,1.9900
2220.0000,22.2500,1.1600
2221.0000,22.3800,1.3000
2222.0000,22.4800,0.4700
2223.0000,22.5100,0.4000
2224.0000,22.6400,1.0000
2225.0000,22.7800,0.7000
2226.0000,22.9100,0.9600
2227.0000,23.0100,0.8600
2228.0000,23.1700,0.9000
2229.0000,23.2700,0.7300
2230.0000,23.3100,0.2000
2231.0000,23.4000,0.5000
2232.0000,23.5000,0.3700
2233.0000,23.6400,0.1000
2234.0000,23.7400,0.1400
2235.0000,23.8300,-0.0600
2236.0000,23.9000,-0.0300
2237.0000,23.9300,0.2700
2238.0000,24.0300,0.4000
2239.0000,24.1600,0.6700
2240.0000,24.3000,0.2700
2241.0000,24.2300,0.1700
2242.0000,24.3600,0.2400
2243.0000,24.4300,0.2700
2244.0000,24.4900,0.2400
2245.0000,24.5900,0.1700
2246.0000,24.6600,0.0700
2247.0000,24.6900,0.1700
2248.0000,24.7600,0.0000
2249.0000,24.7900,0.1700
2250.0000,24.8900,0.0000
2251.0000,24.9200,0.0400
