Temperature,Voltage
43.9900,3.7190
43.9800,3.7190
43.9700,3.7190
43.9700,3.7190
43.9600,3.7160
43.9600,3.7030
43.9500,3.6910
43.9400,3.6760
43.9400,3.6610
43.9300,3.6430
43.9300,3.6290
43.9200,3.6130
43.9100,3.5920
43.9100,3.5730
43.9000,3.5530
43.9000,3.5300
43.8900,3.5050
43.8900,3.4810
43.8800,3.4540
43.8800,3.4260
43.8700,3.3960
43.8700,3.3590
43.8600,3.3250
43.8600,3.2860
43.8500,3.2430
43.8400,3.1980
43.8400,3.1470
43.8400,3.0920
43.8300,3.0290
43.8200,2.9620
43.8200,2.8900
43.8100,2.8080
43.8100,2.7170
43.8000,2.6120
43.8000,2.4970
43.7900,2.3680
43.7800,2.2190
43.7800,2.0490
43.7700,1.8520
43.7700,1.6250
43.7700,1.3640
43.7600,1.0670
43.7600,0.7250
43.7500,0.3550
43.7500,0.1110
43.7400,0.0560
43.7300,0.0530
43.7300,0.0550
43.7200,0.0590
43.7200,0.0650
43.7100,0.0780
43.7100,0.1000
43.7000,0.1290
43.7000,0.1610
43.6900,0.1760
43.6800,0.1820
43.6800,0.1940
43.6700,0.2080
43.6700,0.2260
43.6700,0.2480
43.6600,0.2700
43.6600,0.2860
43.6500,0.3040
43.6400,0.3240
43.6400,0.3480
43.6400,0.3810
43.6300,0.4080
43.6300,0.4420
43.6200,0.4960
43.6100,0.5310
43.6100,0.5780
43.6000,0.6510
43.5900,0.7400
43.5900,0.8190
43.5800,0.8770
43.5800,0.8660
43.5700,0.8960
43.5700,0.9660
43.5600,1.0530
43.5500,1.1280
43.5500,1.1780
43.5500,1.1940
43.5400,1.2370
43.5300,1.3860
43.5300,1.5070
43.5200,1.6350
43.5100,1.7160
43.5100,1.6580
43.5000,1.6200
43.5000,1.6720
43.5000,1.8110
43.4900,1.9150
43.4800,1.9450
43.4800,2.0060
43.4700,1.9950
43.4700,1.9890
43.4600,2.1010
43.4600,2.2760
43.4500,2.4550
43.4500,2.3820
43.4400,2.1060
43.4400,2.1390
43.4300,2.3000
43.4300,2.4300
43.4200,2.5020
43.4100,2.5920
43.4100,2.6410
43.4000,2.6940
43.4000,2.7350
43.3900,2.6310
43.3900,2.5800
43.3800,2.6940
43.3800,2.8550
43.3700,2.9430
43.3700,2.9540
43.3700,2.9350
43.3600,2.8620
43.3600,2.7360
43.3500,2.7200
43.3500,2.9270
43.3400,3.1420
43.3400,3.1920
43.3300,3.2110
43.3300,3.0660
43.3200,2.9620
43.3200,2.9790
43.3100,3.0420
43.3100,3.2170
43.3000,3.2920
43.2900,3.2780
43.2900,3.1320
43.2800,3.0040
43.2800,3.1040
43.2700,3.2560
43.2600,3.3630
43.2600,3.3880
43.2500,3.3350
43.2500,3.2740
43.2400,3.2670
43.2400,3.2760
43.2300,3.3390
43.2200,3.4190
43.2200,3.4350
43.2100,3.4160
43.2000,3.3740
43.2000,3.3860
43.1900,3.3760
43.1800,3.3960
43.1800,3.4530
43.1700,3.4550
43.1700,3.4600
43.1600,3.4360
43.1600,3.4110
43.1600,3.4410
43.1500,3.4810
43.1500,3.4950
43.1400,3.4990
43.1400,3.4840
43.1300,3.4680
43.1200,3.4660
43.1200,3.4630
43.1100,3.4980
43.1000,3.5320
43.1000,3.5430
43.0900,3.5490
43.0900,3.5520
43.0900,3.5520
43.0800,3.5490
43.0800,3.5710
43.0700,3.5860
43.0700,3.5860
43.0600,3.5920
43.0600,3.5750
43.0600,3.5890
43.0500,3.5910
43.0500,3.5850
43.0400,3.6110
43.0400,3.6260
43.0300,3.6310
43.0300,3.6240
43.0200,3.6150
43.0200,3.6170
43.0100,3.6260
43.0100,3.6390
43.0000,3.6520
42.9900,3.6530
42.9900,3.6540
42.9800,3.6640
42.9800,3.6620
42.9700,3.6610
42.9700,3.6690
42.9600,3.6740
42.9600,3.6630
42.9500,3.6640
42.9500,3.6640
42.9400,3.6740
42.9400,3.6900
42.9300,3.6890
42.9200,3.7000
42.9200,3.7010
42.9100,3.6920
42.9100,3.6920
42.9000,3.6900
42.9000,3.6980
42.8900,3.7050
42.8900,3.7080
42.8800,3.7140
42.8800,3.7130
42.8700,3.7120
42.8700,3.7130
42.8600,3.7160
42.8600,3.7160
42.8500,3.7180
42.8500,3.7190
42.8400,3.7190
42.8400,3.7190
42.8300,3.7200
42.8300,3.7190
42.8200,3.7200
42.8200,3.7190
42.8100,3.7200
42.8100,3.7200
42.8000,3.7190
42.8000,3.7200
42.7900,3.7200
42.7900,3.7200
42.7800,3.7200
42.7800,3.7190
42.7700,3.7190
42.7600,3.7200
42.7600,3.7200
42.7600,3.7200
42.7500,3.7200
42.7500,3.7200
42.7400,3.7190
42.7300,3.7200
42.7300,3.7190
42.7200,3.7190
42.7200,3.7200
42.7200,3.7190
42.7100,3.7190
42.7100,3.7200
42.7000,3.7190
42.7000,3.7200
42.6900,3.7200
42.6800,3.7200
42.6800,3.7200
42.6700,3.7190
42.6700,3.7200
42.6600,3.7190
42.6600,3.7200
42.6500,3.7200
42.6500,3.7200
42.6400,3.7200
42.6300,3.7190
42.6300,3.7200
42.6200,3.7200
42.6200,3.7190
42.6100,3.7190
42.6100,3.7190
42.6000,3.7190
42.6000,3.7200
42.5900,3.7200
42.5900,3.7200
42.5800,3.7200
42.5800,3.7200
42.5700,3.7190
42.5700,3.7190
42.5600,3.7200
42.5600,3.7190
42.5500,3.7190
42.5500,3.7190
42.5400,3.7200
42.5400,3.7190
42.5300,3.7200
42.5300,3.7200
42.5200,3.7200
42.5200,3.7200
42.5100,3.7190
42.5100,3.7200
42.5000,3.7200
42.5000,3.7200
42.4900,3.7200
42.4900,3.7200
42.4800,3.7190
42.4800,3.7200
42.4700,3.7200
42.4700,3.7200
42.4600,3.7190
42.4600,3.7190
42.4500,3.7190
42.4500,3.7190
42.4400,3.7200
42.4400,3.7190
42.4300,3.7190
42.4300,3.7200
42.4300,3.7190
42.4200,3.7190
42.4100,3.7190
42.4100,3.7190
42.4000,3.7190
42.3900,3.7190
42.3900,3.7190
42.3900,3.7200
42.3800,3.7190
42.3800,3.7190
42.3700,3.7190
42.3700,3.7190
42.3600,3.7190
42.3600,3.7190
42.3500,3.7190
42.3500,3.7190
42.3400,3.7190
42.3400,3.7190
42.3300,3.7190
42.3300,3.7190
42.3300,3.7190
42.3200,3.7190
42.3100,3.7190
42.3100,3.7190
42.3000,3.7190
42.3000,3.7190
42.2900,3.7190
42.2900,3.7190
42.2800,3.7190
42.2700,3.7190
42.2700,3.7190
42.2600,3.7190
42.2600,3.7190
42.2600,3.7190
42.2500,3.7190
42.2500,3.7190
42.2400,3.7190
42.2300,3.7190
42.2300,3.7190
42.2200,3.7190
42.2200,3.7190
42.2100,3.7190
42.2100,3.7190
42.2000,3.7190
42.1900,3.7190
42.1900,3.7190
42.1900,3.7190
42.1800,3.7190
42.1700,3.7190
42.1700,3.7190
42.1700,3.7190
42.1600,3.7190
42.1600,3.7190
42.1500,3.7190
42.1500,3.7190
42.1400,3.7190
42.1300,3.7190
42.1300,3.7190
42.1200,3.7190
42.1200,3.7190
42.1100,3.7190
42.1100,3.7190
42.1000,3.7190
42.1000,3.7190
42.0900,3.7190
42.0800,3.7190
42.0800,3.7190
42.0800,3.7190
42.0600,3.7190
42.0600,3.7190
42.0600,3.7190
42.0500,3.7190
42.0500,3.7190
42.0400,3.7190
42.0400,3.7190
42.0300,3.7190
42.0200,3.7190
42.0200,3.7190
42.0100,3.7190
42.0100,3.7190
42.0000,3.7190
42.0000,3.7190
41.9900,3.7190
41.9900,3.7190
41.9800,3.7190
41.9700,3.7190
41.9700,3.7190
41.9700,3.7190
41.9600,3.7190
41.9600,3.7190
41.9500,3.7190
41.9500,3.7190
41.9400,3.7190
41.9400,3.7190
41.9300,3.7190
41.9300,3.7190
41.9200,3.7190
41.9200,3.7190
41.9100,3.7190
41.9100,3.7190
41.9000,3.7190
41.9000,3.7190
41.8900,3.7190
41.8900,3.7190
41.8800,3.7190
41.8800,3.7190
41.8700,3.7190
41.8700,3.7190
41.8600,3.7190
41.8600,3.7190
41.8500,3.7190
41.8500,3.7190
41.8500,3.7190
41.8400,3.7190
41.8400,3.7190
41.8300,3.7190
41.8300,3.7190
41.8200,3.7190
41.8200,3.7190
41.8100,3.7190
41.8100,3.7190
41.8000,3.7190
41.8000,3.7190
41.8000,3.7190
41.7900,3.7190
41.7900,3.7190
41.7800,3.7190
41.7800,3.7190
41.7700,3.7190
41.7700,3.7190
41.7700,3.7190
41.7700,3.7190
41.7600,3.7190
41.7600,3.7190
41.7500,3.7190
41.7500,3.7190
41.7500,3.7190
41.7400,3.7190
41.7400,3.7190
41.7400,3.7190
41.7300,3.7190
41.7200,3.7190
41.7200,3.7190
41.7200,3.7190
41.7100,3.7190
41.7100,3.7190
41.7000,3.7190
41.7000,3.7190
41.6900,3.7190
41.6900,3.7190
41.6800,3.7190
41.6700,3.7190
41.6700,3.7190
41.6600,3.7190
41.6600,3.7190
41.6500,3.7190
41.6500,3.7190
41.6400,3.7190
41.6500,3.7190
41.6300,3.7190
41.6200,3.7190
41.6100,3.7190
41.6000,3.7190
41.5900,3.7190
41.5900,3.7190
41.5800,3.7190
41.5800,3.7190
41.5700,3.7190
41.5700,3.7190
41.5700,3.7190
41.5600,3.7190
41.5600,3.7190
41.5500,3.7190
41.5500,3.7190
41.5400,3.7190
41.5400,3.7190
41.5300,3.7190
41.5300,3.7190
41.5200,3.7190
41.5200,3.7190
41.5100,3.7190
41.5100,3.7190
41.5000,3.7190
41.5000,3.7190
41.5000,3.7190
41.4900,3.7190
41.4900,3.7190
41.4800,3.7190
41.4800,3.7190
41.4700,3.7190
41.4700,3.7190
41.4700,3.7190
41.4600,3.7190
41.4500,3.7190
41.4500,3.7190
41.4500,3.7190
41.4400,3.7190
