V,T
46.7800,3.2270
46.7900,3.2270
46.7900,3.2280
46.7800,3.2280
46.7800,3.2280
46.7800,3.2300
46.7900,3.2270
46.7800,3.2270
46.7800,3.2270
46.7800,3.2260
46.7800,3.2270
46.7900,3.2260
46.7800,3.2270
46.7800,3.2260
46.7800,3.2260
46.7800,3.2260
46.7800,3.2270
46.7800,3.2260
46.7800,3.2260
46.7800,3.2260
46.7700,3.2270
46.7700,3.2270
46.7800,3.2260
46.7700,3.2260
46.7700,3.2250
46.7700,3.2260
46.7700,3.2270
46.7700,3.2270
46.7700,3.2250
46.7700,3.2270
46.7700,3.2260
46.7700,3.2270
46.7700,3.2260
46.7700,3.2270
46.7700,3.2260
46.7700,3.2250
46.7700,3.2260
46.7700,3.2260
46.7700,3.2260
46.7700,3.2270
46.7600,3.2260
46.7600,3.2250
46.7700,3.2260
46.7600,3.2250
46.7600,3.2270
46.7600,3.2270
46.7600,3.2270
46.7600,3.2270
46.7600,3.2270
46.7600,3.2260
46.7500,3.2260
46.7600,3.2260
46.7500,3.2270
46.7500,3.2260
46.7500,3.2260
46.7500,3.2260
46.7500,3.2260
46.7600,3.2260
46.7500,3.2260
46.7500,3.2250
46.7500,3.2250
46.7500,3.2260
46.7500,3.2270
46.7500,3.2270
46.7500,3.2270
46.7500,3.2270
46.7500,3.2260
46.7400,3.2260
46.7500,3.2270
46.7500,3.2260
46.7500,3.2260
46.7400,3.2260
46.7500,3.2250
46.7500,3.2260
46.7500,3.2250
46.7400,3.2260
46.7400,3.2250
46.7400,3.2230
46.7400,3.2250
46.7400,3.2250
46.7400,3.2250
46.7400,3.2250
46.7400,3.2230
46.7400,3.2260
46.7400,3.2250
46.7400,3.2250
46.7400,3.2250
46.7300,3.2250
46.7300,3.2260
46.7300,3.2250
46.7300,3.2250
46.7300,3.2250
46.7300,3.2260
46.7300,3.2260
46.7300,3.2260
46.7300,3.2260
46.7300,3.2260
46.7300,3.2260
46.7300,3.2250
46.7300,3.2260
46.7200,3.2270
46.7300,3.2260
46.7300,3.2260
46.7200,3.2250
46.7200,3.2250
46.7200,3.2230
46.7300,3.2250
46.7200,3.2230
46.7200,3.2250
46.7200,3.2250
46.7200,3.2250
46.7200,3.2230
46.7200,3.2250
46.7200,3.2260
46.7200,3.2260
46.7200,3.2250
46.7200,3.2260
46.7200,3.2250
46.7200,3.2260
46.7200,3.2260
46.7200,3.2250
46.7100,3.2260
46.7100,3.2260
46.7100,3.2250
46.7100,3.2250
46.7100,3.2260
46.7100,3.2250
46.7100,3.2260
46.7100,3.2270
46.7100,3.2250
46.7100,3.2250
46.7100,3.2260
46.7100,3.2250
46.7100,3.2250
46.7100,3.2250
46.7100,3.2260
46.7100,3.2230
46.7100,3.2260
46.7100,3.2230
46.7100,3.2230
46.7000,3.2230
46.7000,3.2230
46.7000,3.2250
46.7000,3.2250
46.7000,3.2250
46.7000,3.2230
46.7000,3.2230
46.7000,3.2250
46.7000,3.2230
46.7000,3.2250
46.6900,3.2250
46.7000,3.2250
46.7000,3.2230
46.7000,3.2230
46.6900,3.2250
46.7000,3.2260
46.6900,3.2250
46.6900,3.2250
46.6900,3.2230
46.6900,3.2230
46.6900,3.2250
46.6900,3.2250
46.6900,3.2250
46.6900,3.2230
46.6900,3.2230
46.6900,3.2220
46.6900,3.2230
46.6900,3.2220
46.6900,3.2230
46.6900,3.2230
46.6900,3.2230
46.6900,3.2220
46.6900,3.2230
46.6900,3.2230
46.6800,3.2220
46.6800,3.2230
46.6800,3.2260
46.6800,3.2260
46.6800,3.2270
46.6800,3.2260
46.6800,3.2250
46.6800,3.2250
46.6800,3.2250
46.6800,3.2260
46.6700,3.2230
46.6800,3.2220
46.6800,3.2220
46.6800,3.2220
46.6700,3.2230
46.6800,3.2230
46.6700,3.2230
46.6700,3.2220
46.6700,3.2220
46.6700,3.2250
46.6700,3.2250
46.6700,3.2250
46.6700,3.2250
46.6700,3.2250
46.6700,3.2230
46.6700,3.2230
46.6700,3.2250
46.6700,3.2250
46.6700,3.2230
46.6700,3.2250
46.6700,3.2230
46.6700,3.2250
46.6700,3.2230
46.6700,3.2250
46.6700,3.2230
46.6700,3.2220
46.6600,3.2220
46.6600,3.2230
46.6600,3.2250
46.6600,3.2230
46.6600,3.2230
46.6600,3.2250
46.6600,3.2250
46.6500,3.2250
46.6500,3.2250
46.6600,3.2250
46.6600,3.2230
46.6600,3.2230
46.6600,3.2230
46.6600,3.2230
46.6600,3.2220
46.6600,3.2230
46.6500,3.2230
46.6500,3.2230
46.6500,3.2230
46.6500,3.2250
46.6500,3.2230
46.6500,3.2230
46.6500,3.2250
46.6500,3.2260
46.6500,3.2250
46.6500,3.2230
46.6400,3.2220
46.6500,3.2250
46.6500,3.2220
46.6500,3.2210
46.6400,3.2210
46.6400,3.2220
46.6400,3.2230
46.6400,3.2250
46.6400,3.2250
46.6400,3.2250
46.6400,3.2230
46.6400,3.2250
46.6400,3.2250
46.6400,3.2230
46.6400,3.2250
46.6400,3.2230
46.6400,3.2230
46.6400,3.2230
46.6400,3.2250
46.6400,3.2230
46.6400,3.2250
46.6400,3.2250
46.6300,3.2230
46.6300,3.2220
46.6300,3.2230
46.6300,3.2220
46.6300,3.2250
46.6300,3.2230
46.6300,3.2230
46.6300,3.2230
46.6300,3.2220
46.6300,3.2220
46.6300,3.2220
46.6300,3.2220
46.6300,3.2210
46.6200,3.2200
46.6200,3.2210
46.6200,3.2210
46.6200,3.2200
46.6200,3.2190
46.6200,3.2190
46.6200,3.2190
46.6200,3.2200
46.6200,3.2200
46.6200,3.2190
46.6200,3.2200
46.6200,3.2200
46.6200,3.2210
46.6200,3.2210
46.6200,3.2210
46.6200,3.2210
46.6100,3.2220
46.6100,3.2210
46.6100,3.2210
46.6100,3.2200
46.6100,3.2210
46.6100,3.2230
46.6100,3.2220
46.6100,3.2230
46.6100,3.2230
46.6100,3.2220
46.6100,3.2230
46.6100,3.2220
46.6100,3.2230
46.6100,3.2220
46.6000,3.2220
46.6000,3.2230
46.6000,3.2230
46.6000,3.2220
46.6000,3.2230
46.6000,3.2210
46.6000,3.2220
46.6000,3.2220
46.6000,3.2230
46.6000,3.2220
46.6000,3.2230
46.6000,3.2220
46.6000,3.2220
46.5900,3.2220
46.5900,3.2220
46.5900,3.2220
46.5900,3.2210
46.5900,3.2210
46.5900,3.2210
46.5900,3.2210
46.5900,3.2220
46.5900,3.2220
46.5900,3.2220
46.5900,3.2230
46.5900,3.2220
46.5900,3.2220
46.5900,3.2230
46.5900,3.2220
46.5900,3.2220
46.5900,3.2220
46.5900,3.2220
46.5900,3.2210
46.5900,3.2210
46.5900,3.2210
46.5900,3.2220
46.5900,3.2220
46.5800,3.2220
46.5800,3.2220
46.5800,3.2210
46.5800,3.2210
46.5800,3.2220
46.5800,3.2220
46.5800,3.2220
46.5800,3.2230
46.5800,3.2230
46.5800,3.2220
46.5800,3.2210
46.5800,3.2210
46.5800,3.2210
46.5800,3.2210
46.5700,3.2210
46.5700,3.2220
46.5800,3.2210
46.5700,3.2220
46.5700,3.2200
46.5700,3.2210
46.5700,3.2200
46.5700,3.2200
46.5700,3.2200
46.5700,3.2190
46.5700,3.2200
46.5700,3.2210
46.5700,3.2210
46.5700,3.2200
46.5700,3.2200
46.5600,3.2200
46.5600,3.2200
46.5600,3.2210
46.5600,3.2210
46.5600,3.2210
46.5600,3.2200
46.5600,3.2200
46.5600,3.2210
46.5600,3.2200
46.5600,3.2190
46.5600,3.2210
46.5500,3.2200
46.5600,3.2210
46.5500,3.2210
46.5500,3.2200
46.5500,3.2210
46.5500,3.2210
46.5500,3.2200
46.5500,3.2210
46.5500,3.2200
46.5400,3.2200
46.5500,3.2200
46.5500,3.2210
46.5400,3.2210
46.5400,3.2210
46.5400,3.2200
46.5400,3.2210
46.5400,3.2210
46.5400,3.2200
46.5400,3.2210
46.5300,3.2210
46.5400,3.2220
46.5300,3.2210
46.5300,3.2190
46.5300,3.2210
46.5300,3.2200
46.5300,3.2190
46.5300,3.2190
46.5400,3.2190
46.5400,3.2200
46.5400,3.2200
46.5400,3.2200
46.5300,3.2200
46.5300,3.2200
46.5300,3.2210
46.5300,3.2210
46.5300,3.2220
46.5300,3.2210
46.5300,3.2210
46.5300,3.2210
46.5300,3.2210
46.5300,3.2200
46.5300,3.2210
46.5200,3.2200
46.5200,3.2210
46.5200,3.2220
46.5200,3.2210
46.5200,3.2210
46.5200,3.2210
46.5200,3.2200
46.5200,3.2190
46.5200,3.2190
46.5200,3.2200
46.5200,3.2190
46.5200,3.2190
46.5100,3.2190
46.5100,3.2170
46.5100,3.2170
46.5100,3.2170
46.5100,3.2190
46.5100,3.2200
46.5100,3.2200
46.5100,3.2200
46.5100,3.2200
46.5100,3.2220
46.5000,3.2190
46.5100,3.2190
46.5100,3.2200
46.5100,3.2200
46.5100,3.2210
46.5000,3.2190
46.5000,3.2190
46.5100,3.2170
46.5000,3.2170
46.5000,3.2190
46.5000,3.2190
46.5000,3.2190
46.5000,3.2200
46.5000,3.2190
46.4900,3.2190
46.5000,3.2200
46.4900,3.2200
46.4900,3.2220
46.4900,3.2210
46.4900,3.2210
46.4900,3.2210
46.4900,3.2210
46.4900,3.2220
46.4900,3.2210
46.4900,3.2230
46.4900,3.2220
46.4900,3.2210
46.4900,3.2210
46.4900,3.2210
46.4900,3.2200
46.4800,3.2210
46.4900,3.2190
46.4900,3.2190
46.4800,3.2190
46.4800,3.2200
46.4800,3.2200
46.4800,3.2200
46.4800,3.2200
46.4800,3.2200
46.4800,3.2190
46.4800,3.2210
46.4800,3.2190
46.4800,3.2190
46.4800,3.2190
46.4700,3.2190
46.4800,3.2210
46.4700,3.2210
46.4700,3.2200
46.4700,3.2200
46.4700,3.2200
46.4700,3.2210
46.4700,3.2200
46.4700,3.2190
46.4700,3.2190
46.4700,3.2190
46.4700,3.2200
46.4700,3.2170
46.4700,3.2190
46.4700,3.2190
46.4700,3.2190
46.4600,3.2190
46.4600,3.2170
46.4600,3.2190
46.4700,3.2190
46.4600,3.2190
46.4600,3.2200
46.4600,3.2170
46.4600,3.2190
46.4600,3.2190
46.4600,3.2170
46.4600,3.2200
46.4600,3.2170
46.4600,3.2190
46.4600,3.2190
46.4600,3.2200
46.4600,3.2170
46.4500,3.2170
46.4600,3.2170
46.4500,3.2170
46.4500,3.2190
46.4600,3.2170
46.4500,3.2190
46.4500,3.2190
46.4500,3.2190
46.4500,3.2200
46.4500,3.2200
46.4500,3.2200
46.4500,3.2190
46.4500,3.2190
46.4500,3.2190
46.4500,3.2160
46.4500,3.2160
46.4500,3.2170
46.4500,3.2170
46.4400,3.2190
46.4500,3.2160
46.4500,3.2160
46.4400,3.2160
46.4400,3.2150
46.4500,3.2170
46.4500,3.2170
46.4400,3.2160
46.4400,3.2160
46.4400,3.2170
46.4400,3.2160
46.4400,3.2170
46.4400,3.2170
46.4300,3.2190
46.4300,3.2160
46.4300,3.2190
46.4300,3.2190
46.4300,3.2190
46.4300,3.2200
46.4300,3.2190
46.4300,3.2190
46.4300,3.2190
46.4300,3.2170
46.4300,3.2190
46.4300,3.2160
46.4300,3.2170
46.4300,3.2190
46.4200,3.2190
46.4300,3.2190
46.4300,3.2170
46.4200,3.2170
46.4200,3.2150
46.4200,3.2160
46.4300,3.2150
46.4300,3.2160
46.4200,3.2170
46.4200,3.2160
46.4200,3.2170
46.4200,3.2170
46.4200,3.2160
46.4200,3.2160
46.4200,3.2170
46.4200,3.2190
46.4200,3.2170
46.4200,3.2190
46.4200,3.2170
46.4200,3.2190
46.4200,3.2170
46.4100,3.2160
46.4100,3.2160
46.4200,3.2160
46.4100,3.2160
46.4100,3.2160
46.4100,3.2160
46.4100,3.2170
46.4100,3.2170
46.4100,3.2160
46.4100,3.2160
46.4100,3.2170
46.4100,3.2160
46.4100,3.2160
46.4100,3.2160
46.4100,3.2150
46.4100,3.2160
46.4100,3.2160
46.4100,3.2150
46.4100,3.2150
46.4100,3.2150
46.4000,3.2150
46.4100,3.2150
46.4000,3.2150
46.4100,3.2150
46.4000,3.2150
46.4000,3.2150
46.4000,3.2140
46.4000,3.2160
46.4000,3.2170
46.4000,3.2160
46.4000,3.2170
46.4000,3.2160
46.4000,3.2170
46.4000,3.2170
46.3900,3.2160
46.3900,3.2190
46.3900,3.2190
46.3900,3.2170
46.4000,3.2170
46.3900,3.2170
46.3900,3.2170
46.3900,3.2160
46.3900,3.2160
46.3900,3.2170
46.3900,3.2170
46.3900,3.2160
46.3900,3.2160
46.3900,3.2150
46.3900,3.2150
46.3900,3.2160
46.3800,3.2160
46.3900,3.2160
46.3900,3.2150
46.3900,3.2160
46.3900,3.2160
46.3900,3.2170
46.3800,3.2190
46.3800,3.2170
46.3900,3.2160
46.3800,3.2160
46.3800,3.2150
46.3800,3.2140
46.3800,3.2150
46.3800,3.2140
46.3800,3.2160
46.3800,3.2150
46.3800,3.2160
46.3800,3.2160
46.3800,3.2150
46.3800,3.2140
46.3800,3.2120
46.3800,3.2140
46.3800,3.2150
46.3700,3.2140
46.3700,3.2120
46.3700,3.2140
46.3700,3.2150
46.3700,3.2150
46.3700,3.2160
46.3700,3.2150
46.3700,3.2150
46.3700,3.2150
46.3700,3.2150
46.3700,3.2150
46.3700,3.2160
46.3700,3.2160
46.3600,3.2160
46.3600,3.2170
46.3600,3.2170
46.3600,3.2170
46.3600,3.2170
46.3600,3.2160
46.3600,3.2160
46.3600,3.2160
46.3600,3.2170
46.3600,3.2170
46.3600,3.2150
46.3600,3.2150
46.3600,3.2150
46.3600,3.2160
46.3600,3.2160
46.3600,3.2150
46.3600,3.2150
46.3600,3.2140
46.3600,3.2140
46.3500,3.2140
46.3500,3.2140
46.3500,3.2140
46.3500,3.2120
46.3500,3.2120
46.3500,3.2140
46.3500,3.2140
46.3500,3.2140
46.3500,3.2140
46.3500,3.2150
46.3500,3.2140
46.3500,3.2140
46.3500,3.2140
46.3500,3.2140
46.3500,3.2150
46.3500,3.2140
46.3500,3.2140
46.3500,3.2120
46.3500,3.2140
46.3400,3.2150
46.3400,3.2150
46.3400,3.2150
46.3400,3.2160
46.3400,3.2150
46.3400,3.2160
46.3400,3.2150
46.3400,3.2140
46.3400,3.2140
46.3400,3.2150
46.3400,3.2140
46.3400,3.2150
46.3400,3.2160
46.3400,3.2160
46.3300,3.2150
46.3400,3.2150
46.3300,3.2150
46.3300,3.2150
46.3300,3.2150
46.3300,3.2150
46.3300,3.2140
46.3300,3.2140
46.3300,3.2140
46.3300,3.2140
46.3300,3.2120
46.3300,3.2120
46.3300,3.2140
46.3300,3.2140
46.3300,3.2120
46.3300,3.2110
46.3300,3.2140
46.3300,3.2110
46.3300,3.2110
46.3300,3.2140
46.3300,3.2140
46.3200,3.2150
46.3200,3.2140
46.3300,3.2150
46.3200,3.2140
46.3200,3.2140
46.3200,3.2140
46.3200,3.2150
46.3200,3.2160
46.3200,3.2160
46.3200,3.2150
46.3200,3.2150
46.3200,3.2150
46.3200,3.2140
46.3200,3.2160
46.3200,3.2150
46.3200,3.2140
46.3200,3.2120
46.3200,3.2120
46.3200,3.2110
46.3200,3.2110
46.3100,3.2110
46.3100,3.2120
46.3100,3.2120
46.3100,3.2140
46.3100,3.2120
46.3200,3.2140
46.3100,3.2120
46.3100,3.2140
46.3100,3.2120
46.3100,3.2110
46.3100,3.2110
46.3100,3.2120
46.3100,3.2120
46.3100,3.2140
46.3100,3.2140
46.3100,3.2160
46.3100,3.2140
46.3100,3.2140
46.3100,3.2140
46.3100,3.2120
46.3000,3.2120
46.3000,3.2110
46.3000,3.2120
46.3000,3.2110
46.3100,3.2100
46.3000,3.2110
46.3000,3.2110
46.3000,3.2100
46.3000,3.2110
46.3000,3.2110
46.3000,3.2120
46.3000,3.2120
46.3000,3.2120
46.3000,3.2120
46.3000,3.2140
46.3000,3.2120
46.3000,3.2120
46.3000,3.2110
46.3000,3.2120
46.2900,3.2120
46.3000,3.2140
46.3000,3.2120
46.2900,3.2120
46.2900,3.2120
46.2900,3.2140
46.2900,3.2140
46.2900,3.2140
46.2900,3.2150
46.2900,3.2150
46.2900,3.2140
46.2900,3.2140
46.2900,3.2140
46.2900,3.2120
46.2900,3.2140
46.2900,3.2120
46.2900,3.2120
46.2900,3.2120
46.2900,3.2120
46.2900,3.2100
46.2900,3.2100
46.2800,3.2090
46.2900,3.2110
46.2900,3.2110
46.2900,3.2100
46.2900,3.2100
46.2800,3.2100
46.2800,3.2100
46.2800,3.2110
46.2800,3.2100
46.2800,3.2100
46.2800,3.2100
46.2800,3.2110
46.2800,3.2110
46.2700,3.2110
46.2700,3.2110
46.2700,3.2120
46.2800,3.2110
46.2800,3.2100
46.2700,3.2110
46.2700,3.2110
46.2700,3.2110
46.2700,3.2090
46.2700,3.2100
46.2700,3.2100
46.2700,3.2110
46.2700,3.2100
46.2700,3.2120
46.2700,3.2110
46.2700,3.2100
46.2700,3.2120
46.2700,3.2110
46.2600,3.2110
46.2700,3.2110
46.2600,3.2120
46.2700,3.2120
46.2700,3.2110
46.2600,3.2110
46.2600,3.2120
46.2600,3.2110
46.2600,3.2110
46.2600,3.2110
46.2600,3.2120
46.2600,3.2110
46.2600,3.2100
46.2600,3.2100
46.2600,3.2100
46.2600,3.2100
46.2600,3.2110
46.2600,3.2100
46.2600,3.2110
46.2500,3.2100
46.2500,3.2110
46.2600,3.2110
46.2600,3.2110
46.2500,3.2100
46.2500,3.2110
46.2500,3.2100
46.2500,3.2110
46.2500,3.2100
46.2500,3.2100
46.2500,3.2090
46.2500,3.2080
46.2500,3.2080
46.2500,3.2090
46.2500,3.2100
46.2500,3.2100
46.2500,3.2110
46.2500,3.2110
46.2500,3.2110
46.2400,3.2110
46.2400,3.2110
46.2500,3.2110
46.2400,3.2120
46.2500,3.2100
46.2400,3.2100
46.2400,3.2110
46.2400,3.2110
46.2400,3.2090
46.2400,3.2090
46.2400,3.2090
46.2400,3.2080
46.2400,3.2100
46.2400,3.2100
46.2400,3.2110
46.2400,3.2090
46.2400,3.2110
46.2300,3.2100
46.2400,3.2120
46.2300,3.2090
46.2300,3.2110
46.2300,3.2110
46.2300,3.2100
46.2300,3.2110
46.2300,3.2100
46.2300,3.2100
46.2300,3.2110
46.2300,3.2100
46.2300,3.2100
46.2300,3.2090
46.2300,3.2100
46.2300,3.2090
46.2300,3.2090
46.2300,3.2090
46.2300,3.2090
46.2200,3.2100
46.2300,3.2090
46.2200,3.2080
46.2200,3.2090
46.2200,3.2080
46.2200,3.2090
46.2200,3.2090
46.2200,3.2090
46.2200,3.2090
46.2200,3.2080
46.2200,3.2060
46.2200,3.2080
46.2200,3.2060
46.2200,3.2080
46.2200,3.2080
46.2200,3.2090
46.2200,3.2090
46.2200,3.2080
46.2100,3.2090
46.2100,3.2090
46.2100,3.2090
46.2100,3.2090
46.2100,3.2100
46.2100,3.2090
46.2100,3.2080
46.2100,3.2090
46.2100,3.2080
46.2100,3.2090
46.2100,3.2090
46.2100,3.2080
46.2100,3.2090
46.2100,3.2090
46.2000,3.2100
46.2000,3.2100
46.2000,3.2100
46.2000,3.2100
46.2000,3.2110
46.2000,3.2080
46.2000,3.2100
46.2000,3.2080
46.2000,3.2080
46.1900,3.2090
46.2000,3.2090
46.2000,3.2090
46.2000,3.2080
46.1900,3.2080
46.1900,3.2060
46.1900,3.2060
46.1900,3.2080
46.1900,3.2080
46.1900,3.2080
46.1900,3.2090
46.1900,3.2060
46.1900,3.2060
46.1900,3.2050
46.1900,3.2090
46.1900,3.2080
46.1900,3.2080
46.1900,3.2080
46.1900,3.2090
46.1900,3.2090
46.1900,3.2080
46.1800,3.2050
46.1800,3.2060
46.1800,3.2060
46.1800,3.2060
46.1800,3.2080
46.1900,3.2080
46.1800,3.2090
46.1800,3.2080
46.1800,3.2080
46.1800,3.2090
46.1800,3.2080
46.1800,3.2080
46.1800,3.2060
46.1800,3.2060
46.1800,3.2080
46.1800,3.2100
46.1800,3.2090
46.1800,3.2080
46.1800,3.2080
46.1800,3.2080
46.1700,3.2080
46.1700,3.2090
46.1700,3.2100
46.1700,3.2090
46.1700,3.2100
46.1700,3.2090
46.1700,3.2060
46.1700,3.2080
46.1700,3.2080
46.1700,3.2080
46.1700,3.2060
46.1700,3.2060
46.1700,3.2060
46.1700,3.2080
46.1600,3.2080
46.1600,3.2060
46.1600,3.2050
46.1600,3.2060
46.1600,3.2060
46.1700,3.2060
46.1600,3.2060
46.1600,3.2050
46.1600,3.2060
46.1600,3.2050
46.1600,3.2060
46.1600,3.2060
46.1600,3.2060
46.1600,3.2050
46.1600,3.2060
46.1600,3.2060
46.1600,3.2050
46.1500,3.2050
46.1600,3.2050
46.1600,3.2050
46.1600,3.2050
46.1500,3.2040
46.1500,3.2060
46.1500,3.2050
46.1500,3.2050
46.1500,3.2060
46.1500,3.2050
46.1500,3.2060
46.1500,3.2050
46.1500,3.2060
46.1500,3.2050
46.1500,3.2060
46.1500,3.2060
46.1500,3.2050
46.1500,3.2040
46.1500,3.2040
46.1400,3.2050
46.1400,3.2050
46.1400,3.2060
46.1400,3.2050
46.1400,3.2060
46.1400,3.2050
46.1400,3.2050
46.1400,3.2060
46.1400,3.2050
46.1400,3.2060
46.1400,3.2080
46.1400,3.2050
46.1400,3.2050
46.1400,3.2050
46.1400,3.2050
46.1400,3.2050
46.1300,3.2050
46.1300,3.2040
46.1400,3.2040
46.1400,3.2040
46.1300,3.2040
46.1300,3.2050
46.1300,3.2040
46.1300,3.2040
46.1300,3.2030
46.1300,3.2040
46.1300,3.2040
46.1300,3.2030
46.1300,3.2050
46.1300,3.2040
46.1300,3.2050
46.1300,3.2060
46.1300,3.2060
46.1300,3.2040
46.1300,3.2050
46.1200,3.2050
46.1300,3.2050
46.1200,3.2050
46.1300,3.2060
46.1200,3.2060
46.1200,3.2050
46.1200,3.2050
46.1200,3.2040
46.1200,3.2040
46.1200,3.2050
46.1200,3.2050
46.1200,3.2040
46.1200,3.2050
46.1100,3.2040
46.1100,3.2030
46.1100,3.2040
46.1200,3.2040
46.1100,3.2030
46.1100,3.2040
46.1100,3.2030
46.1100,3.2040
46.1100,3.2010
46.1100,3.2010
46.1100,3.2010
46.1100,3.1990
46.1100,3.2000
46.1000,3.2030
46.1100,3.2040
46.1000,3.2010
46.1100,3.2050
46.1100,3.2030
46.1000,3.2040
46.1000,3.2030
46.1000,3.2040
46.1000,3.2040
46.1000,3.2050
46.1000,3.2050
46.1000,3.2060
46.1000,3.2060
46.1000,3.2050
46.1000,3.2040
46.1000,3.2040
46.0900,3.2040
46.0900,3.2040
46.1000,3.2040
46.0900,3.2050
46.0900,3.2040
46.0900,3.2040
46.0900,3.2030
46.0900,3.2050
46.0900,3.2040
46.0900,3.2030
46.0900,3.2040
46.0900,3.2030
46.0900,3.2030
46.0900,3.2010
46.0900,3.2040
46.0900,3.2030
46.0900,3.2010
46.0900,3.2010
46.0900,3.2030
46.0900,3.2040
46.0900,3.2040
46.0800,3.2030
46.0800,3.2030
46.0800,3.2010
46.0900,3.2030
46.0800,3.2040
46.0800,3.2040
46.0800,3.2040
46.0800,3.2040
46.0800,3.2040
46.0800,3.2040
46.0800,3.2030
46.0800,3.2030
46.0800,3.2010
46.0800,3.2010
46.0800,3.2010
46.0800,3.2010
46.0700,3.2010
46.0800,3.2000
46.0800,3.2000
46.0700,3.2000
46.0700,3.2010
46.0700,3.2010
46.0700,3.2030
46.0700,3.2000
46.0700,3.2030
46.0700,3.2030
46.0700,3.2010
46.0700,3.2000
46.0700,3.2010
46.0700,3.2010
46.0700,3.2030
46.0700,3.2010
46.0600,3.2030
46.0700,3.2030
46.0600,3.2030
46.0600,3.2010
46.0600,3.2030
46.0600,3.2030
46.0600,3.2010
46.0600,3.2000
46.0600,3.2000
46.0600,3.2010
46.0600,3.2000
46.0600,3.2010
46.0600,3.2000
46.0600,3.2010
46.0600,3.2010
46.0500,3.1990
46.0600,3.2010
46.0600,3.2010
46.0600,3.2010
46.0600,3.2010
46.0500,3.2030
46.0600,3.2010
46.0600,3.2010
46.0600,3.2030
46.0600,3.2030
46.0500,3.2010
46.0500,3.2010
46.0500,3.2030
46.0500,3.2030
46.0500,3.2030
46.0500,3.2030
46.0500,3.2040
46.0500,3.2040
46.0500,3.2040
46.0500,3.2030
46.0500,3.2030
46.0500,3.2030
46.0500,3.2010
46.0400,3.2010
46.0400,3.2010
46.0400,3.2000
46.0400,3.2010
46.0400,3.2010
46.0400,3.2030
46.0400,3.2000
46.0400,3.2000
46.0400,3.2000
46.0400,3.1990
46.0400,3.1990
46.0400,3.1990
46.0400,3.2010
46.0400,3.1990
46.0400,3.2000
46.0300,3.2010
46.0300,3.2000
46.0300,3.2010
46.0300,3.2010
46.0300,3.2010
46.0300,3.2000
46.0300,3.2000
46.0400,3.2000
46.0300,3.2010
46.0300,3.2000
46.0300,3.2010
46.0300,3.2000
46.0300,3.2000
46.0300,3.2000
46.0300,3.2000
46.0300,3.2000
46.0300,3.2010
46.0300,3.1990
46.0300,3.1990
46.0300,3.1990
46.0200,3.1990
46.0200,3.1990
46.0200,3.1990
46.0200,3.2000
46.0200,3.2000
46.0300,3.2000
46.0200,3.2000
46.0200,3.2000
46.0200,3.2010
46.0200,3.2000
46.0200,3.2010
46.0200,3.2000
46.0200,3.1990
46.0200,3.1990
46.0200,3.2000
46.0200,3.1990
46.0200,3.2000
46.0200,3.2000
46.0200,3.1990
46.0200,3.1990
46.0200,3.1990
46.0200,3.1990
46.0100,3.1980
46.0100,3.1980
46.0200,3.2000
46.0100,3.1970
46.0100,3.1990
46.0100,3.1980
46.0100,3.1990
46.0100,3.1950
46.0100,3.1950
46.0100,3.1970
46.0100,3.1970
46.0100,3.1950
46.0100,3.1970
46.0100,3.1970
46.0100,3.1980
46.0100,3.1970
46.0100,3.1980
46.0100,3.1980
46.0100,3.1970
46.0000,3.1990
46.0000,3.1990
46.0000,3.1990
46.0000,3.1990
46.0000,3.1990
46.0000,3.1990
46.0000,3.1990
46.0000,3.1980
46.0000,3.1980
46.0000,3.1990
46.0000,3.1980
46.0000,3.1970
46.0000,3.1990
45.9900,3.1970
46.0000,3.1980
46.0000,3.1980
46.0000,3.2000
45.9900,3.1990
45.9900,3.1990
45.9900,3.1990
45.9900,3.1990
45.9900,3.1990
45.9900,3.1990
45.9900,3.2000
45.9900,3.1980
45.9900,3.1980
45.9900,3.1990
45.9900,3.1980
45.9900,3.1980
45.9900,3.1950
45.9900,3.1970
45.9900,3.1970
45.9900,3.1970
45.9900,3.1970
45.9900,3.1980
45.9900,3.1970
45.9900,3.1970
45.9900,3.1980
45.9900,3.1980
45.9900,3.1980
45.9800,3.1980
45.9900,3.1980
45.9800,3.1980
45.9900,3.1970
45.9800,3.1980
45.9800,3.1980
45.9800,3.1970
45.9800,3.1950
45.9800,3.1970
45.9800,3.1980
45.9800,3.1990
45.9800,3.1980
45.9800,3.1980
45.9800,3.1970
45.9800,3.1990
45.9700,3.1970
45.9800,3.1970
45.9800,3.1970
45.9700,3.1980
45.9700,3.1970
45.9700,3.1980
45.9700,3.1980
45.9700,3.1980
45.9700,3.1980
45.9800,3.1980
45.9700,3.1980
45.9700,3.1970
45.9700,3.1970
45.9700,3.1980
45.9700,3.1980
45.9700,3.1990
45.9700,3.1980
45.9700,3.1980
45.9600,3.1980
45.9600,3.1970
45.9700,3.1970
45.9700,3.1990
45.9600,3.1970
45.9600,3.1980
45.9600,3.1980
45.9700,3.1980
45.9600,3.1980
45.9600,3.1980
45.9600,3.1970
45.9600,3.1950
45.9600,3.1950
45.9600,3.1950
45.9500,3.1940
45.9600,3.1940
45.9600,3.1940
45.9600,3.1950
45.9500,3.1950
45.9500,3.1940
45.9500,3.1950
45.9600,3.1950
45.9600,3.1970
45.9600,3.1970
